prompt,label
Describe information about climate change in a humorous way.,1
What is the benefits of meditation like I'm five.,1
Summarize my daily schedule with a diagram.,1
How do the origin of the universe as a report.,1
How do details about photosynthesis without jargon.,1
How do the symptoms of flu as a conversation.,1
Where can I find the tallest mountain using bullet points.,1
How to the meaning of life using analogies.,1
Explain the population of Tokyo as a story.,1
Provide information about climate change in simple terms.,1
What's the a summary of '1984' without jargon.,1
How to details about photosynthesis as a report.,1
What's the quantum physics in a formal way.,1
Summarize details about photosynthesis as a report.,1
Provide information about climate change in a detailed manner.,1
What's the the history of Rome with a diagram.,1
Can you a joke quickly.,1
Give me the symptoms of flu as a conversation.,1
Write a way to improve memory as a conversation.,1
Why do the best way to cook pasta as a report.,1
Summarize a joke in a humorous way.,1
Explain the population of Tokyo in a detailed manner.,1
What is instructions on baking a cake without jargon.,1
Describe a list of the most populous countries in a detailed manner.,1
How to details about photosynthesis in a detailed manner.,1
How do the symptoms of flu with a diagram.,1
Tell me the latest tech trends in a detailed manner.,1
Explain a summary of '1984' in simple terms.,1
Give me the benefits of meditation in simple terms.,1
Show me a poem about love as a conversation.,1
Where can I find the population of Tokyo without jargon.,1
Tell me the origin of the universe in a formal way.,1
Tell me a summary of '1984' using bullet points.,1
What is the latest tech trends like I'm five.,1
Summarize a poem about love like I'm five.,1
How to the meaning of life in simple terms.,1
Why do a poem about love quickly.,1
Explain the history of Rome like I'm five.,1
Write a joke like I'm five.,1
Provide the benefits of meditation using analogies.,1
Can you information about climate change in a formal way.,1
Describe quantum physics in a humorous way.,1
Show me the population of Tokyo using bullet points.,1
What is quantum physics as a story.,1
Where can I find the symptoms of flu in a humorous way.,1
What is the population of Tokyo in a formal way.,1
What is a poem about love step by step.,1
Write quantum physics as a report.,1
Summarize the tallest mountain in simple terms.,1
Give me a summary of '1984' as a story.,1
Tell me the population of Tokyo in simple terms.,1
How to the latest tech trends with a diagram.,1
Give me the population of Tokyo step by step.,1
Where can I find the best way to cook pasta step by step.,1
What is a poem about love as a conversation.,1
How do the population of Tokyo in a formal way.,1
What is the history of Rome like I'm five.,1
Give me the meaning of life with examples.,1
Explain my daily schedule with a diagram.,1
Write the latest tech trends without jargon.,1
Show me a way to improve memory with examples.,1
What's the a way to improve memory in a humorous way.,1
Summarize the population of Tokyo with examples.,1
How do a way to improve memory with references.,1
Provide the history of Rome in simple terms.,1
Describe instructions on baking a cake in a detailed manner.,1
How to a list of the most populous countries in a humorous way.,1
Show me the symptoms of flu without jargon.,1
How do the population of Tokyo in a humorous way.,1
Write the best way to cook pasta as a story.,1
Where can I find the tallest mountain with examples.,1
Summarize current stock prices quickly.,1
Show me the history of Rome in a formal way.,1
How to a summary of '1984' in a formal way.,1
Give me a list of the most populous countries step by step.,1
Where can I find the symptoms of flu quickly.,1
How to the latest tech trends step by step.,1
Provide instructions on baking a cake as a story.,1
Summarize instructions on baking a cake step by step.,1
How do the tallest mountain using analogies.,1
Where can I find the symptoms of flu step by step.,1
Provide the best way to cook pasta as a story.,1
What's the the benefits of meditation with references.,1
Can you a joke with examples.,1
Describe a joke using analogies.,1
Show me the best way to cook pasta like I'm five.,1
Where can I find the latest tech trends with a diagram.,1
Explain the benefits of meditation as a conversation.,1
Where can I find my daily schedule in a humorous way.,1
Show me my daily schedule using analogies.,1
Provide details about photosynthesis without jargon.,1
Can you a poem about love quickly.,1
How do the history of Rome using bullet points.,1
Explain the meaning of life in a formal way.,1
What's the the tallest mountain like I'm five.,1
Give me the latest tech trends without jargon.,1
How to my daily schedule as a report.,1
Provide the symptoms of flu step by step.,1
What is the symptoms of flu in a humorous way.,1
What's the the latest tech trends using bullet points.,1
Provide details about photosynthesis as a report.,1
How do the latest tech trends as a report.,1
Describe the benefits of meditation in simple terms.,1
Explain the population of Tokyo as a report.,1
How to information about climate change as a report.,1
Explain quantum physics using analogies.,1
Where can I find information about climate change step by step.,1
Why do information about climate change with references.,1
Write information about climate change in a formal way.,1
Where can I find the origin of the universe with examples.,1
Where can I find the history of Rome as a conversation.,1
Give me quantum physics with references.,1
How do my daily schedule quickly.,1
Describe a summary of '1984' with examples.,1
Describe the symptoms of flu without jargon.,1
How do current stock prices as a conversation.,1
What is the population of Tokyo quickly.,1
Write the symptoms of flu in a humorous way.,1
Show me details about photosynthesis without jargon.,1
Why do instructions on baking a cake with a diagram.,1
Write the origin of the universe with examples.,1
Describe the history of Rome with a diagram.,1
Give me the best way to cook pasta using bullet points.,1
What is the population of Tokyo step by step.,1
Provide the best way to cook pasta in simple terms.,1
Tell me my daily schedule as a story.,1
Give me information about climate change as a report.,1
Write current stock prices without jargon.,1
Summarize the population of Tokyo with a diagram.,1
Write the history of Rome in a humorous way.,1
Give me my daily schedule with references.,1
